,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_cbflag,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_facility,st_age,st_ageerr1,st_ageerr2,st_agelim,st_j,st_jerr,st_jlim,st_k,st_kerr,st_klim,pl_rade,TSM,good_TSM,ESM,webb approved,HST approved,chen_kipping,hst approved
678,HD 219134,b,HD 219134 b,Radial Velocity,0,6,3.092926,1e-05,-1e-05,0.0,0.03876,0.00047000000000000004,-0.00047000000000000004,0.0,0.0,,,0.0,85.05,0.09,-0.09,0.0,0.01491,0.0006,-0.0006,0.0,Mass,0.14300000000000002,0.005,-0.005,0.0,6.34,0.72,-0.72,0.0,0,0,0,0,23h13m16.98s,348.32074,+57d10m06.1s,57.168354,6.53,0.0,0.0,0.0,6.53,0.0,0.0,0.0,5.57,,0.0,V (Johnson),5.207999999999999,,0.0,4699.0,16.0,-16.0,0.0,0.81,0.03,-0.03,0.0,0.78,0.01,-0.01,0.0,2017-03-16,0,1015.0,8.0,-8.0,0.0,Roque de los Muchachos Observatory,11.0,2.2,-2.2,,3.9810000000000003,0.258,0.0,3.261,0.304,0.0,1.6028748625506786,292.0886623117408,True,35.71040665264546,False,,,True
679,HD 219134,c,HD 219134 c,Radial Velocity,0,6,6.76458,0.00033,-0.00033,0.0,0.0653,0.0008,-0.0008,0.0,0.062,0.039,-0.039,0.0,87.28,0.1,-0.1,0.0,0.01372,0.0006900000000000001,-0.0006900000000000001,0.0,Mass,0.135,0.004,-0.004,0.0,6.95,0.77,-0.77,0.0,0,0,0,0,23h13m16.98s,348.32074,+57d10m06.1s,57.168354,6.53,0.0,0.0,0.0,6.53,0.0,0.0,0.0,5.57,,0.0,V (Johnson),5.207999999999999,,0.0,4699.0,16.0,-16.0,0.0,0.81,0.03,-0.03,0.0,0.78,0.01,-0.01,0.0,2017-03-16,0,782.0,6.0,-6.0,0.0,Roque de los Muchachos Observatory,11.0,2.2,-2.2,,3.9810000000000003,0.258,0.0,3.261,0.304,0.0,1.5132035415688223,205.76529906068356,True,17.53026554093446,False,,,True
680,HD 219134,d,HD 219134 d,Radial Velocity,0,6,46.859,0.028,-0.028,0.0,0.237,0.003,-0.003,0.0,0.138,0.025,-0.025,0.0,,,,,0.05088,0.00201,-0.00201,-1.0,Mass,0.14400000000000002,0.002,-0.002,-1.0,,,,,0,0,0,0,23h13m16.98s,348.32074,+57d10m06.1s,57.168354,6.53,0.0,0.0,0.0,6.53,0.0,0.0,0.0,5.57,,0.0,V (Johnson),5.207999999999999,,0.0,4699.0,16.0,-16.0,0.0,0.81,0.03,-0.03,0.0,0.78,0.01,-0.01,0.0,2017-03-16,0,411.0,3.0,-3.0,0.0,Roque de los Muchachos Observatory,11.0,2.2,-2.2,,3.9810000000000003,0.258,0.0,3.261,0.304,0.0,1.6140837776734107,35.39161525732346,False,2.4074024697631864,False,,,True
681,HD 219134,f,HD 219134 f,Radial Velocity,1,6,22.717,0.015,-0.015,0.0,0.1463,0.0018,-0.0018,0.0,0.148,0.047,-0.047,0.0,,,,,0.022969999999999997,0.00126,-0.00126,-1.0,Mass,0.11699999999999999,0.002,-0.002,-1.0,,,,,0,0,0,1,23h13m16.98s,348.32074,+57d10m06.1s,57.168354,6.53,0.0,0.0,0.0,6.53,0.0,0.0,0.0,5.57,,0.0,V (Johnson),5.207999999999999,,0.0,4699.0,16.0,-16.0,0.0,0.81,0.03,-0.03,0.0,0.78,0.01,-0.01,0.0,2017-03-16,0,523.0,4.0,-4.0,0.0,Multiple Observatories,11.0,2.2,-2.2,,3.9810000000000003,0.258,0.0,3.261,0.304,0.0,1.311443069359646,8.068624847508012,False,4.033958202049153,False,,,True
682,HD 219134,g,HD 219134 g,Radial Velocity,0,6,94.2,0.2,-0.2,0.0,0.3753,0.0004,-0.0004,0.0,0.0,,,0.0,,,,,0.034,0.004,-0.004,0.0,Msini,,,,,,,,,0,0,0,0,23h13m16.98s,348.32074,+57d10m06.1s,57.168354,6.53,0.0,0.0,0.0,6.53,0.0,0.0,0.0,5.57,,0.0,V (Johnson),5.207999999999999,,0.0,4699.0,16.0,-16.0,0.0,0.81,0.03,-0.03,0.0,0.78,0.01,-0.01,0.0,2015-11-19,0,,,,,Multiple Observatories,11.0,2.2,-2.2,,3.9810000000000003,0.258,0.0,3.261,0.304,0.0,,,False,,False,,,True
683,HD 219134,h,HD 219134 h,Radial Velocity,0,6,2247.0,43.0,-43.0,0.0,3.11,0.04,-0.04,0.0,0.06,0.04,-0.04,0.0,,,,,0.34,0.02,-0.02,0.0,Msini,,,,,,,,,0,0,0,2,23h13m16.98s,348.32074,+57d10m06.1s,57.168354,6.53,0.0,0.0,0.0,6.53,0.0,0.0,0.0,5.57,,0.0,V (Johnson),5.207999999999999,,0.0,4699.0,16.0,-16.0,0.0,0.81,0.03,-0.03,0.0,0.78,0.01,-0.01,0.0,2015-11-19,0,,,,,Roque de los Muchachos Observatory,11.0,2.2,-2.2,,3.9810000000000003,0.258,0.0,3.261,0.304,0.0,,,False,,False,,,True
684,HD 219415,b,HD 219415 b,Radial Velocity,0,1,2093.3,32.7,-32.7,0.0,3.2,,,0.0,0.4,0.09,-0.09,0.0,,,,,1.0,,,0.0,Msini,,,,,,,,,0,0,0,0,23h14m53.83s,348.72427799999997,+56d43m49.2s,56.730328,165.97,0.9,-0.9,0.0,165.97,0.9,-0.9,0.0,8.94,,0.0,V (Johnson),8.597000000000001,,0.0,4820.0,20.0,-20.0,0.0,1.0,0.1,-0.1,0.0,2.9,0.4,-0.4,0.0,2015-09-18,0,,,,,McDonald Observatory,,,,,7.023,0.018000000000000002,0.0,6.421,0.02,0.0,,,False,,False,,,False
685,HD 219666,b,HD 219666 b,Transit,0,1,6.03607,0.00064,-0.00063,0.0,0.06356,0.00265,-0.00265,0.0,0.0,,,0.0,86.38,0.15,-0.15,0.0,0.05223,0.00409,-0.00409,0.0,Mass,0.42,0.015,-0.015,0.0,0.87,0.12,-0.11,0.0,0,0,0,0,23h18m13.630s,349.556792,-56d54m13.630s,-56.903786,94.43,0.25,-0.25,0.0,94.43,0.25,-0.25,0.0,,,,,9.65,,0.0,5527.0,65.0,-65.0,0.0,0.92,0.03,-0.03,0.0,1.03,0.03,-0.03,0.0,2019-03-05,0,1073.0,20.0,-20.0,0.0,Transiting Exoplanet Survey Satellite (TESS),10.0,2.0,-2.0,0.0,8.557,0.011000000000000001,0.0,8.158,0.028999999999999998,0.0,4.707744351547447,142.09794821724398,True,17.093469389716397,False,,,True
686,HD 219828,b,HD 219828 b,Radial Velocity,0,2,3.83492,0.00014,-0.00014,0.0,0.0507,0.0029,-0.0029,0.0,0.101,0.063,-0.063,0.0,,,,0.0,0.066,0.012,-0.012,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,23h18m46.74s,349.694733,+18d38m44.6s,18.64572,73.27,0.35,-0.35,0.0,73.27,0.35,-0.35,0.0,8.04,,0.0,V (Johnson),7.882999999999999,,0.0,5807.0,,,0.0,1.18,0.2,-0.2,0.0,1.61,0.1,-0.1,0.0,2018-09-27,0,,,,0.0,La Silla Observatory,5.69,0.71,-0.71,0.0,6.871,0.021,0.0,6.53,0.018000000000000002,0.0,,,False,,False,,,False
687,HD 219828,c,HD 219828 c,Radial Velocity,0,2,4682.0,99.0,-99.0,0.0,5.79,0.41,-0.41,0.0,0.8102,0.0051,-0.0051,0.0,,,,0.0,14.6,2.3,-2.3,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,23h18m46.74s,349.694733,+18d38m44.6s,18.64572,73.27,0.35,-0.35,0.0,73.27,0.35,-0.35,0.0,8.04,,0.0,V (Johnson),7.882999999999999,,0.0,5807.0,,,0.0,1.18,0.2,-0.2,0.0,1.61,0.1,-0.1,0.0,2018-09-27,0,,,,0.0,Multiple Facilities,5.69,0.71,-0.71,0.0,6.871,0.021,0.0,6.53,0.018000000000000002,0.0,,,False,,False,,,False
688,HD 220074,b,HD 220074 b,Radial Velocity,0,1,672.09998,3.7,-3.7,0.0,1.6,0.13,-0.13,0.0,0.14,0.05,-0.05,0.0,,,,0.0,16.64,13.26,-13.26,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,23h20m14.38s,350.059906,+61d58m12.5s,61.970127000000005,327.41,6.38,-6.38,0.0,327.41,6.38,-6.38,0.0,6.4,,0.0,V (Johnson),5.609,,0.0,3787.0,110.0,-110.0,0.0,2.2,2.62,-2.62,0.0,54.92,8.76,-8.76,0.0,2018-09-06,0,,,,0.0,Bohyunsan Optical Astronomical Observatory,,,,0.0,3.182,0.2,0.0,2.006,0.212,0.0,,,False,,False,,,False
689,HD 220197,b,HD 220197 b,Radial Velocity,0,1,1728.0,162.0,-80.0,0.0,2.729,0.168,-0.085,0.0,0.187,0.279,-0.132,0.0,,,,0.0,0.2,0.07,-0.04,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,23h21m58.29s,350.492859,+16d37m57.1s,16.632538,64.53,0.19,-0.19,0.0,64.53,0.19,-0.19,0.0,9.0,0.01,0.0,V (Johnson),8.745,,0.0,5683.0,15.0,-15.0,0.0,0.91,0.02,-0.02,0.0,0.98,0.02,-0.02,0.0,2019-11-21,0,,,,0.0,Roque de los Muchachos Observatory,10.165,1.367,-1.367,0.0,7.6979999999999995,0.02,0.0,7.349,0.036000000000000004,0.0,,,False,,False,,,False
690,HD 220689,b,HD 220689 b,Radial Velocity,0,1,2266.4,65.84,-58.77,0.0,3.396,0.084,-0.081,0.0,0.054,0.061,-0.038,0.0,,,,0.0,1.118,0.035,-0.035,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,23h25m52.99s,351.470795,-20d36m57.7s,-20.61603,46.94,0.1,-0.1,0.0,46.94,0.1,-0.1,0.0,7.795,0.062,0.0,V (Johnson),7.593999999999999,,0.0,5921.0,26.0,-26.0,0.0,1.02,0.05,-0.05,0.0,1.07,0.05,-0.05,0.0,2019-06-27,0,,,,0.0,La Silla Observatory,4.586,2.487,-2.487,0.0,6.653,0.019,0.0,6.3260000000000005,0.031,0.0,,,False,,False,,,False
691,HD 220773,b,HD 220773 b,Radial Velocity,0,1,3724.7,463.0,-463.0,0.0,4.94,0.2,-0.2,0.0,0.51,0.1,-0.1,0.0,,,,0.0,1.45,0.3,-0.3,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,23h26m27.44s,351.614349,+08d38m37.8s,8.643844999999999,49.0,,,0.0,50.58,0.17,-0.17,0.0,7.093,,0.0,V (Johnson),6.946000000000001,,0.0,5940.0,100.0,-100.0,0.0,1.16,,,0.0,,,,0.0,2019-01-31,0,,,,0.0,McDonald Observatory,4.4,,,0.0,6.001,0.02,0.0,5.651,0.017,0.0,,,False,,False,,,False
692,HD 220842,b,HD 220842 b,Radial Velocity,0,1,218.47,0.19,-0.19,0.0,0.74,0.018,-0.018,0.0,0.404,0.009,-0.009,0.0,,,,,3.18,0.15,-0.15,0.0,Msini,,,,,,,,,0,0,0,0,23h26m36.99s,351.654114,+56d53m11.5s,56.886528000000006,62.5,2.8,-2.8,0.0,64.77,0.17,-0.17,0.0,7.99,0.01,0.0,V (Johnson),7.834,,0.0,5960.0,20.0,-20.0,0.0,1.13,0.06,-0.06,0.0,,,,,2016-02-25,0,,,,,Haute-Provence Observatory,,,,,6.847,0.02,0.0,6.555,0.022000000000000002,0.0,,,False,,False,,,False
693,HD 221287,b,HD 221287 b,Radial Velocity,0,1,456.1,7.7,-5.8,0.0,1.25,0.04,-0.04,0.0,0.08,0.17,-0.05,0.0,,,,,3.09,0.79,-0.79,0.0,Msini,,,,,,,,,0,0,0,0,23h31m20.34s,352.834747,-58d12m35.0s,-58.209731999999995,56.01,0.13,-0.13,0.0,56.01,0.13,-0.13,0.0,7.807,0.01,0.0,V (Johnson),7.682,,0.0,6304.0,45.0,-45.0,0.0,1.25,0.1,-0.1,0.0,,,,,2014-05-14,0,,,,,La Silla Observatory,1.3,,,,6.843,0.02,0.0,6.569,0.02,0.0,,,False,,False,,,False
694,HD 221416,b,HD 221416 b,Transit,0,1,14.2767,0.0037,-0.0037,0.0,0.1228,0.0025,-0.0026,0.0,0.115,0.034,-0.03,0.0,85.75,0.36,-0.35,0.0,0.19,0.018,-0.018,0.0,Mass,0.836,0.031,-0.027999999999999997,0.0,0.431,0.064,-0.06,0.0,0,0,0,0,23h32m08.07s,353.03362999999996,-21d48m05.1s,-21.801424,95.08,0.72,-0.72,0.0,95.8,0.73,-0.73,0.0,8.146,0.013999999999999999,0.0,V (Johnson),7.9079999999999995,,0.0,5080.0,90.0,-90.0,0.0,1.21,0.07,-0.07,0.0,2.94,0.06,-0.06,0.0,2019-04-18,0,,,,0.0,Transiting Exoplanet Survey Satellite (TESS),4.9,1.1,-1.1,0.0,6.568,0.02,0.0,6.042999999999999,0.022000000000000002,0.0,9.370653042603966,105.55453790565592,True,,False,,,False
695,HD 221420,b,HD 221420 b,Radial Velocity,0,1,22482.0,4200.0,-4100.0,0.0,18.5,2.3,-2.3,0.0,0.42,0.05,-0.07,0.0,,,,0.0,9.7,1.1,-1.0,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,23h33m19.58s,353.331604,-77d23m07.2s,-77.38533000000001,31.17,0.04,-0.04,0.0,31.17,0.04,-0.04,0.0,5.81,,0.0,V (Johnson),5.641,,0.0,5830.0,44.0,-44.0,0.0,1.67,0.11,-0.11,0.0,,,,0.0,2019-05-09,0,,,,0.0,Anglo-Australian Telescope,,,,0.0,4.997,0.252,0.0,4.306,0.036000000000000004,0.0,,,False,,False,,,False
696,HD 221585,b,HD 221585 b,Radial Velocity,0,1,1173.0,16.0,-16.0,0.0,2.306,0.081,-0.081,0.0,0.123,0.069,-0.069,0.0,,,,,1.61,0.14,-0.14,0.0,Msini,,,,,,,,,0,0,0,0,23h32m54.05s,353.225189,+63d09m19.7s,63.155483,55.94,0.1,-0.1,0.0,55.94,0.1,-0.1,0.0,7.465,0.01,0.0,V (Johnson),7.281000000000001,,0.0,5620.0,27.0,-27.0,0.0,1.19,0.12,-0.12,0.0,,,,,2016-05-19,0,,,,,Haute-Provence Observatory,6.2,0.5,-0.5,,6.157,0.03,0.0,5.781000000000001,0.028999999999999998,0.0,,,False,,False,,,False
697,HD 222076,b,HD 222076 b,Radial Velocity,0,1,871.0,19.0,-19.0,0.0,1.83,0.03,-0.03,0.0,0.08,0.05,-0.05,0.0,,,,,1.56,0.11,-0.11,0.0,Msini,,,,,,,,,0,0,0,0,23h38m07.95s,354.533112,-70d54m12.1s,-70.903358,91.39,0.18,-0.18,0.0,91.39,0.18,-0.18,0.0,7.459,0.01,0.0,V (Johnson),7.188,,0.0,4806.0,100.0,-100.0,0.0,1.07,0.25,-0.25,0.0,4.1,0.6,-0.6,0.0,2016-12-01,0,,,,,Multiple Observatories,,,,,5.752000000000001,0.02,0.0,5.127000000000001,0.027000000000000003,0.0,,,False,,False,,,False
698,HD 222155,b,HD 222155 b,Radial Velocity,0,1,3999.0,500.0,-500.0,0.0,5.14,0.46,-0.46,0.0,0.16,0.22,-0.22,0.0,,,,0.0,2.12,0.5,-0.5,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,23h38m00.31s,354.501282,+48d59m47.5s,48.996521,50.68,0.08,-0.08,0.0,50.68,0.08,-0.08,0.0,7.114,0.01,0.0,V (Johnson),6.936,,0.0,5701.0,44.0,-44.0,0.0,1.21,0.1,-0.1,0.0,1.85,0.04,-0.04,0.0,2018-09-06,0,,,,0.0,Haute-Provence Observatory,,,,0.0,5.885,0.024,0.0,5.51,0.022000000000000002,0.0,,,False,,False,,,False
699,HD 222582,b,HD 222582 b,Radial Velocity,0,1,572.38,0.61,-0.61,0.0,1.34,0.02,-0.02,0.0,0.73,0.01,-0.01,0.0,,,,0.0,8.37,0.4,-0.4,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,23h41m51.53s,355.464722,-05d59m08.7s,-5.9857569999999996,42.21,0.11,-0.11,0.0,42.21,0.11,-0.11,0.0,7.68,,0.0,V (Johnson),7.519,,0.0,5790.0,14.0,-14.0,0.0,1.12,0.06,-0.06,0.0,1.13,0.02,-0.02,0.0,2018-09-06,0,,,,0.0,W. M. Keck Observatory,,,,0.0,6.522,0.019,0.0,6.172999999999999,0.022000000000000002,0.0,,,False,,False,,,True
700,HD 224538,b,HD 224538 b,Radial Velocity,0,1,1189.1,5.1,-5.1,0.0,2.28,0.08,-0.08,0.0,0.464,0.022,-0.022,0.0,,,,,5.97,0.42,-0.42,0.0,Msini,,,,,,,,,0,0,0,0,23h58m51.76s,359.715668,-61d35m12.4s,-61.586773,79.24,0.18,-0.18,0.0,79.24,0.18,-0.18,0.0,8.06,,0.0,V (Johnson),7.922000000000001,,0.0,6097.0,100.0,-100.0,0.0,1.34,0.05,-0.05,0.0,1.54,0.06,-0.06,0.0,2016-11-10,0,,,,,Multiple Observatories,2.0,3.0,-3.0,,7.041,0.02,0.0,6.76,0.016,0.0,,,False,,False,,,False
701,HD 224693,b,HD 224693 b,Radial Velocity,0,1,26.6904,0.0019,-0.0019,0.0,0.191,0.014,-0.014,0.0,0.104,0.017,-0.017,0.0,,,,0.0,0.7,0.12,-0.12,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,23h59m53.83s,359.974304,-22d25m41.2s,-22.428114,93.75,0.51,-0.51,0.0,93.75,0.51,-0.51,0.0,8.23,,0.0,V (Johnson),8.085,,0.0,5894.0,,,0.0,1.31,0.29,-0.29,0.0,1.93,0.18,-0.18,0.0,2018-09-27,0,,,,0.0,W. M. Keck Observatory,4.12,0.67,-0.67,0.0,7.136,0.024,0.0,6.808,0.02,0.0,,,False,,False,,,False
702,HD 22781,b,HD 22781 b,Radial Velocity,0,1,528.07,0.14,-0.14,0.0,1.167,0.039,-0.039,0.0,0.8191,0.0023,-0.0023,0.0,,,,0.0,13.65,0.97,-0.97,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,03h40m49.53s,55.20635600000001,+31d49m34.6s,31.826290000000004,32.63,0.11,-0.11,0.0,32.63,0.11,-0.11,0.0,8.766,0.016,0.0,V (Johnson),8.524,,0.0,5027.0,50.0,-50.0,0.0,0.75,0.03,-0.03,0.0,,,,,2019-01-31,0,,,,0.0,Haute-Provence Observatory,4.8,4.1,-4.2,,7.149,0.018000000000000002,0.0,6.607,0.021,0.0,,,False,,False,,,False
703,HD 23079,b,HD 23079 b,Radial Velocity,0,1,730.59998,5.7,-5.7,0.0,1.6,0.03,-0.03,0.0,0.1,0.03,-0.03,0.0,,,,0.0,2.61,0.11,-0.11,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,03h39m43.09s,54.929562,-52d54m57.0s,-52.915836,33.49,0.03,-0.03,0.0,33.49,0.03,-0.03,0.0,7.12,,0.0,V (Johnson),6.962000000000001,,0.0,5974.0,10.0,-10.0,0.0,1.12,0.06,-0.06,0.0,1.07,0.01,-0.01,0.0,2018-09-06,0,,,,0.0,Anglo-Australian Telescope,,,,0.0,6.03,0.018000000000000002,0.0,5.705,0.02,0.0,,,False,,False,,,True
704,HD 23127,b,HD 23127 b,Radial Velocity,0,1,1211.17,11.11,-8.91,0.0,2.37,0.032,-0.032,0.0,0.406,0.083,-0.09,0.0,,,,0.0,1.527,0.037,-0.038,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,03h39m23.64s,54.84849499999999,-60d04m40.2s,-60.07784300000001,94.11,0.21,-0.21,0.0,94.11,0.21,-0.21,0.0,8.576,0.002,0.0,V (Johnson),8.42,,0.0,5843.0,52.0,-52.0,0.0,1.21,0.04,-0.04,0.0,1.49,0.1,-0.1,0.0,2019-06-27,0,,,,0.0,Anglo-Australian Telescope,4.508,0.7879999999999999,-0.7879999999999999,0.0,7.422999999999999,0.019,0.0,7.087000000000001,0.018000000000000002,0.0,,,False,,False,,,False
705,HD 231701,b,HD 231701 b,Radial Velocity,0,1,141.63,0.067,-0.067,0.0,0.567,0.053,-0.053,0.0,0.13,0.032,-0.032,0.0,,,,0.0,1.13,0.25,-0.25,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,19h32m04.16s,293.017334,+16d28m27.4s,16.474291,109.22,0.47,-0.47,0.0,109.22,0.47,-0.47,0.0,8.97,,0.0,V (Johnson),8.831,,0.0,6101.0,,,0.0,1.21,0.34,-0.34,0.0,1.53,0.2,-0.2,0.0,2018-09-27,0,,,,0.0,W. M. Keck Observatory,3.43,0.71,-0.71,0.0,7.952000000000001,0.021,0.0,7.657,0.026000000000000002,0.0,,,False,,False,,,False
706,HD 233604,b,HD 233604 b,Radial Velocity,0,1,192.0,0.22,-0.22,0.0,0.747,,,0.0,0.05,0.03,-0.03,0.0,,,,,6.575,,,0.0,Msini,,,,,,,,,0,0,0,0,09h09m48.81s,137.45338,+53d34m05.6s,53.56823000000001,868.63,27.77,-27.77,0.0,868.63,27.77,-27.77,0.0,10.405999999999999,0.049,0.0,V (Johnson),10.105,,0.0,4791.0,45.0,-45.0,0.0,1.5,0.3,-0.3,0.0,10.9,0.6,-0.6,0.0,2014-05-14,0,,,,,McDonald Observatory,2.4,1.8,-1.8,,8.66,0.043,0.0,7.979,0.015,0.0,,,False,,False,,,False
707,HD 233832,b,HD 233832 b,Radial Velocity,0,1,2058.0,47.0,-40.0,0.0,2.827,0.045,-0.039,0.0,0.359,0.046,-0.039,0.0,,,,0.0,1.78,0.08,-0.06,0.0,Msini,,,,0.0,,,,0.0,0,0,0,1,11h26m05.49s,171.522858,+50d22m32.8s,50.375778000000004,58.84,0.26,-0.26,0.0,58.84,0.26,-0.26,0.0,10.146,0.06,0.0,V (Johnson),9.946,,0.0,4981.0,31.0,-31.0,0.0,0.71,0.02,-0.02,0.0,0.68,0.03,-0.03,0.0,2019-11-21,0,,,,0.0,Roque de los Muchachos Observatory,5.417000000000001,4.165,-4.165,0.0,8.544,0.024,0.0,8.013,0.02,0.0,,,False,,False,,,False
708,HD 23472,b,HD 23472 b,Transit,0,2,17.667,0.142,-0.095,0.0,0.121,0.001,-0.001,0.0,0.0,,,0.0,,,,0.0,0.05637999999999999,0.0044399999999999995,-0.04405,0.0,Mass,,,,0.0,,,,0.0,0,0,0,0,03h41m50.40s,55.459988,-62d46m01.5s,-62.767075,39.08,0.04,-0.04,0.0,39.08,0.04,-0.04,0.0,9.724,0.03,0.0,V (Johnson),9.385,,0.0,,,,0.0,0.75,0.04,-0.03,0.0,0.73,0.01,-0.01,0.0,2019-02-14,0,,,,0.0,Transiting Exoplanet Survey Satellite (TESS),,,,0.0,7.865,0.024,0.0,7.207000000000001,0.022000000000000002,0.0,,,False,,False,,,False
709,HD 23472,c,HD 23472 c,Transit,0,2,29.625,0.224,-0.171,0.0,0.17,0.001,-0.001,0.0,0.0,,,0.0,,,,0.0,0.05405,0.00337,-0.04333,0.0,Mass,,,,0.0,,,,0.0,0,0,0,0,03h41m50.40s,55.459988,-62d46m01.5s,-62.767075,39.08,0.04,-0.04,0.0,39.08,0.04,-0.04,0.0,9.724,0.03,0.0,V (Johnson),9.385,,0.0,,,,0.0,0.75,0.04,-0.03,0.0,0.73,0.01,-0.01,0.0,2019-02-14,0,,,,0.0,Transiting Exoplanet Survey Satellite (TESS),,,,0.0,7.865,0.024,0.0,7.207000000000001,0.022000000000000002,0.0,,,False,,False,,,False
710,HD 23596,b,HD 23596 b,Radial Velocity,0,1,1561.0,12.0,-12.0,0.0,2.77,0.05,-0.05,0.0,0.27,0.01,-0.01,0.0,,,,0.0,9.03,0.74,-0.74,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,03h48m00.37s,57.00155600000001,+40d31m50.3s,40.530636,52.08,0.1,-0.1,0.0,52.08,0.1,-0.1,0.0,7.244,0.011000000000000001,0.0,V (Johnson),7.104,,0.0,6040.0,29.0,-29.0,0.0,1.47,0.18,-0.18,0.0,1.53,0.03,-0.03,0.0,2018-09-06,0,,,,0.0,Haute-Provence Observatory,,,,0.0,6.172999999999999,0.019,0.0,5.874,0.022000000000000002,0.0,,,False,,False,,,False
711,HD 238914,b,HD 238914 b,Radial Velocity,0,1,4100.0,210.0,-210.0,0.0,5.7,0.9,-0.9,0.0,0.56,0.07,-0.05,0.0,,,,0.0,6.0,2.7,-2.7,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,18h38m20.21s,279.584229,+59d15m13.9s,59.253856999999996,527.24,8.42,-8.42,0.0,527.24,8.42,-8.42,0.0,8.79,0.016,0.0,V (Johnson),8.497,,0.0,4769.0,15.0,-15.0,0.0,1.47,0.47,-0.47,0.0,12.73,3.89,-3.89,0.0,2018-01-25,0,,,,0.0,Multiple Observatories,,,,0.0,6.941,0.019,0.0,6.325,0.034,0.0,,,False,,False,,,False
712,HD 240210,b,HD 240210 b,Radial Velocity,0,1,501.75,2.33,-2.33,0.0,1.16,,,0.0,0.15,0.02,-0.02,0.0,,,,,5.21,,,0.0,Msini,,,,,,,,,0,0,0,0,23h10m29.23s,347.62179199999997,+57d01m46.0s,57.029456,142.86,84.42,-38.69,0.0,376.37,4.95,-4.95,0.0,8.33,,0.0,V (Johnson),7.645,,0.0,4297.0,25.0,-25.0,0.0,0.82,0.15,-0.15,0.0,,,,,2014-11-19,0,,,,,McDonald Observatory,,,,,5.306,0.047,0.0,4.388,0.015,0.0,,,False,,False,,,False
713,HD 240237,b,HD 240237 b,Radial Velocity,0,1,745.70001,14.0,-14.0,0.0,1.92,0.16,-0.16,0.0,0.4,0.1,-0.1,0.0,,,,0.0,15.89,5.58,-5.58,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,23h15m42.22s,348.925934,+58d02m35.7s,58.043240000000004,958.16,33.42,-33.42,0.0,958.16,33.42,-33.42,0.0,8.19,,0.0,V (Johnson),7.492999999999999,,0.0,3926.0,100.0,-100.0,0.0,8.76,4.21,-4.21,0.0,71.23,17.07,-17.07,0.0,2018-09-06,0,,,,0.0,McDonald Observatory,,,,0.0,5.105,0.024,0.0,4.319,0.318,0.0,,,False,,False,,,False
714,HD 24040,b,HD 24040 b,Radial Velocity,0,1,3668.0,170.0,-170.0,0.0,4.92,0.21,-0.21,0.0,0.04,0.06,-0.06,0.0,,,,0.0,3.86,0.36,-0.36,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,03h50m22.97s,57.595698999999996,+17d28m34.9s,17.476366,46.68,0.14,-0.14,0.0,46.68,0.14,-0.14,0.0,7.492999999999999,0.011000000000000001,0.0,V (Johnson),7.335,,0.0,5802.0,15.0,-15.0,0.0,1.11,0.12,-0.12,0.0,1.3,0.02,-0.02,0.0,2018-09-06,0,,,,0.0,W. M. Keck Observatory,,,,0.0,6.279,0.027000000000000003,0.0,5.968999999999999,0.02,0.0,,,False,,False,,,True
